original_filename,resistance_phenotype,sequence_type,dataset_partition,bvbrc_id_extraido,gca_extraido
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_PT004.txt,Resistant,45,validation,,
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_PT005.txt,Resistant,45,validation,,
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_PT013.txt,Resistant,45,validation,,
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_PT053.txt,Resistant,15,train,,
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_PT055.txt,Resistant,45,validation,,
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_PT072.txt,Resistant,323,train,,
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_RO005.txt,Resistant,147,validation,,
R__rgi_Klebsiella_pneumoniae_ertapenem_RESISTANT__Klebsiella_pneumoniae_R_ertapenem_Klebsiella_pneumoniae_strain_EuSCAPE_UK025.txt,Resistant,258,train,,
Kp_ertapenem_R_F36_573_79047_rgi.txt,Resistant,11,train,573.79047,
Kp_ertapenem_R_FA-16_573_83551_rgi.txt,Resistant,307,validation,573.83551,
Kp_ertapenem_R_FA-25_573_83548_rgi.txt,Resistant,307,validation,573.83548,
Kp_ertapenem_R_FA-5_573_83554_rgi.txt,Resistant,512,validation,573.83554,
Kp_ertapenem_R_FAHZZU6216_573_84176_rgi.txt,Resistant,11,train,573.84176,
Kp_ertapenem_R_FH-2_573_24319_rgi.txt,Resistant,258,train,573.24319,
Kp_ertapenem_R_FK2831_573_83873_rgi.txt,Resistant,11,train,573.83873,
Kp_ertapenem_R_FK2831-HR_573_83872_rgi.txt,Resistant,11,train,573.83872,
Kp_ertapenem_R_FK2847_573_83870_rgi.txt,Resistant,11,train,573.8387,
Kp_ertapenem_R_FK2847-HR_573_83874_rgi.txt,Resistant,11,train,573.83874,
Kp_ertapenem_R_FK2866_573_83862_rgi.txt,Resistant,11,train,573.83862,
Kp_ertapenem_R_FK2866-HR_573_83864_rgi.txt,Resistant,11,train,573.83864,
Kp_ertapenem_R_FK2958-HR_573_83863_rgi.txt,Resistant,11,train,573.83863,
Kp_ertapenem_R_FK3001_573_83865_rgi.txt,Resistant,11,train,573.83865,
Kp_ertapenem_R_FK3001-HR_573_83860_rgi.txt,Resistant,11,train,573.8386,
Kp_ertapenem_R_FK3166-HR_573_83866_rgi.txt,Resistant,11,train,573.83866,
Kp_ertapenem_R_FK3686-HR_573_83867_rgi.txt,Resistant,11,train,573.83867,
Kp_ertapenem_R_FK3719-HR_573_83875_rgi.txt,Resistant,11,train,573.83875,
Kp_ertapenem_R_FK3730_573_83859_rgi.txt,Resistant,11,train,573.83859,
Kp_ertapenem_R_FK3730-HR_573_83858_rgi.txt,Resistant,11,train,573.83858,
Kp_ertapenem_R_FK3732-HR_573_83857_rgi.txt,Resistant,11,train,573.83857,
Kp_ertapenem_R_FK3746-HR_573_83856_rgi.txt,Resistant,11,train,573.83856,
Kp_ertapenem_R_FK3831-HR_573_83853_rgi.txt,Resistant,11,train,573.83853,
Kp_ertapenem_R_FK3845_573_83848_rgi.txt,Resistant,11,train,573.83848,
Kp_ertapenem_R_FK3882_573_83849_rgi.txt,Resistant,11,train,573.83849,
Kp_ertapenem_R_FK3882-HR_573_83851_rgi.txt,Resistant,11,train,573.83851,
Kp_ertapenem_R_FK3886-HR_573_83846_rgi.txt,Resistant,11,train,573.83846,
Kp_ertapenem_R_FK3981-HR_573_83847_rgi.txt,Resistant,11,train,573.83847,
Kp_ertapenem_R_FK3990-HR_573_83844_rgi.txt,Resistant,11,train,573.83844,
Kp_ertapenem_R_FK3991-HR_573_83843_rgi.txt,Resistant,11,train,573.83843,
Kp_ertapenem_R_FK4009-HR_573_83839_rgi.txt,Resistant,11,train,573.83839,
Kp_ertapenem_R_FK4020-HR_573_83837_rgi.txt,Resistant,11,train,573.83837,
Kp_ertapenem_R_FK5164_573_78100_rgi.txt,Resistant,11,train,573.781,
Kp_ertapenem_R_FK5222_573_78091_rgi.txt,Resistant,11,train,573.78091,
Kp_ertapenem_R_FK6172_573_83833_rgi.txt,Resistant,11,train,573.83833,
Kp_ertapenem_R_FK6172-HR_573_83836_rgi.txt,Resistant,11,train,573.83836,
Kp_ertapenem_R_FK6299_573_83830_rgi.txt,Resistant,11,train,573.8383,
Kp_ertapenem_R_FK6299-HR_573_83834_rgi.txt,Resistant,11,train,573.83834,
Kp_ertapenem_R_FK6304_573_83829_rgi.txt,Resistant,11,train,573.83829,
Kp_ertapenem_R_FK6336-HR_573_83827_rgi.txt,Resistant,11,train,573.83827,
Kp_ertapenem_R_FK6469_573_83824_rgi.txt,Resistant,11,train,573.83824,
Kp_ertapenem_R_FK6469-HR_573_83831_rgi.txt,Resistant,11,train,573.83831,
Kp_ertapenem_R_FK6506_573_83826_rgi.txt,Resistant,11,train,573.83826,
Kp_ertapenem_R_FK6625-HR_573_83823_rgi.txt,Resistant,11,train,573.83823,
Kp_ertapenem_R_FK6658_573_83828_rgi.txt,Resistant,11,train,573.83828,
Kp_ertapenem_R_FK6696_573_78107_rgi.txt,Resistant,11,train,573.78107,
Kp_ertapenem_R_FK6916_573_78098_rgi.txt,Resistant,11,train,573.78098,
Kp_ertapenem_R_FK7407_573_83817_rgi.txt,Resistant,11,train,573.83817,
Kp_ertapenem_R_FK7407-HR_573_83822_rgi.txt,Resistant,11,train,573.83822,
Kp_ertapenem_R_FK7410_573_83812_rgi.txt,Resistant,11,train,573.83812,
Kp_ertapenem_R_FK7410-HR_573_83816_rgi.txt,Resistant,11,train,573.83816,
Kp_ertapenem_R_FK7792_573_78086_rgi.txt,Resistant,11,train,573.78086,
Kp_ertapenem_R_FK7804-HR_573_83815_rgi.txt,Resistant,11,train,573.83815,
Kp_ertapenem_R_FK8017_573_83811_rgi.txt,Resistant,11,train,573.83811,
Kp_ertapenem_R_FK8036_573_83810_rgi.txt,Resistant,11,train,573.8381,
Kp_ertapenem_R_FK8036-HR_573_83809_rgi.txt,Resistant,11,train,573.83809,
Kp_ertapenem_R_FK8055-HR_573_83807_rgi.txt,Resistant,11,train,573.83807,
Kp_ertapenem_R_FK8072_573_83808_rgi.txt,Resistant,11,train,573.83808,
Kp_ertapenem_R_FK8072-HR_573_83806_rgi.txt,Resistant,11,train,573.83806,
Kp_ertapenem_R_FK8078_573_83805_rgi.txt,Resistant,11,train,573.83805,
Kp_ertapenem_R_FK8078-HR_573_83804_rgi.txt,Resistant,11,train,573.83804,
Kp_ertapenem_R_FK8132_573_83801_rgi.txt,Resistant,11,train,573.83801,
Kp_ertapenem_R_FK8132-HR_573_83803_rgi.txt,Resistant,11,train,573.83803,
Kp_ertapenem_R_FK8136-HR_573_83799_rgi.txt,Resistant,11,train,573.83799,
Kp_ertapenem_R_FK8152-HR_573_83802_rgi.txt,Resistant,11,train,573.83802,
Kp_ertapenem_R_FR21CRUS7211_573_84037_rgi.txt,Resistant,258,train,573.84037,
Kp_ertapenem_R_FR21FBAR1544_573_84034_rgi.txt,Resistant,11,train,573.84034,
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000401195.1_GCA_000401195.1_rgi.txt,Resistant,258,train,,GCA_000401195.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406385.1_GCA_000406385.1_rgi.txt,Resistant,1272,train,,GCA_000406385.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406425.1_GCA_000406425.1_rgi.txt,Resistant,258,train,,GCA_000406425.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406445.1_GCA_000406445.1_rgi.txt,Resistant,258,train,,GCA_000406445.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406465.1_GCA_000406465.1_rgi.txt,Resistant,258,train,,GCA_000406465.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406485.1_GCA_000406485.1_rgi.txt,Resistant,258,train,,GCA_000406485.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406505.1_GCA_000406505.1_rgi.txt,Resistant,1272,train,,GCA_000406505.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406525.1_GCA_000406525.1_rgi.txt,Resistant,234,train,,GCA_000406525.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406545.1_GCA_000406545.1_rgi.txt,Resistant,258,train,,GCA_000406545.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406565.1_GCA_000406565.1_rgi.txt,Resistant,258,train,,GCA_000406565.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406585.1_GCA_000406585.1_rgi.txt,Resistant,258,train,,GCA_000406585.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406605.1_GCA_000406605.1_rgi.txt,Resistant,258,train,,GCA_000406605.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406625 (1).1_GCA_000406625.1_rgi.txt,Resistant,258,train,,GCA_000406625.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406645.1_GCA_000406645.1_rgi.txt,Resistant,258,train,,GCA_000406645.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406665.1_GCA_000406665.1_rgi.txt,Resistant,258,train,,GCA_000406665.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406685.1_GCA_000406685.1_rgi.txt,Resistant,258,train,,GCA_000406685.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406705.1_GCA_000406705.1_rgi.txt,Resistant,258,train,,GCA_000406705.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406725.1_GCA_000406725.1_rgi.txt,Resistant,258,train,,GCA_000406725.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406745.1_GCA_000406745.1_rgi.txt,Resistant,258,train,,GCA_000406745.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406765.2_GCA_000406765.2_rgi.txt,Resistant,Unknown,validation,,GCA_000406765.2
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406825.1_GCA_000406825.1_rgi.txt,Resistant,258,train,,GCA_000406825.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406845 (1).1_GCA_000406845.1_rgi.txt,Resistant,258,train,,GCA_000406845.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406865.1_GCA_000406865.1_rgi.txt,Resistant,258,train,,GCA_000406865.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000406885.1_GCA_000406885.1_rgi.txt,Resistant,258,train,,GCA_000406885.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000408965.1_GCA_000408965.1_rgi.txt,Resistant,258,train,,GCA_000408965.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000409005.1_GCA_000409005.1_rgi.txt,Resistant,258,train,,GCA_000409005.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000409045.1_GCA_000409045.1_rgi.txt,Resistant,258,train,,GCA_000409045.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417045.1_GCA_000417045.1_rgi.txt,Resistant,258,train,,GCA_000417045.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417065.1_GCA_000417065.1_rgi.txt,Resistant,258,train,,GCA_000417065.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417105.1_GCA_000417105.1_rgi.txt,Resistant,258,train,,GCA_000417105.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417125.1_GCA_000417125.1_rgi.txt,Resistant,258,train,,GCA_000417125.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417165.1_GCA_000417165.1_rgi.txt,Resistant,258,train,,GCA_000417165.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417185.1_GCA_000417185.1_rgi.txt,Resistant,258,train,,GCA_000417185.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417205.1_GCA_000417205.1_rgi.txt,Resistant,258,train,,GCA_000417205.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417265.2_GCA_000417265.2_rgi.txt,Resistant,Unknown,validation,,GCA_000417265.2
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417385 (1).1_GCA_000417385.1_rgi.txt,Resistant,258,train,,GCA_000417385.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417405.1_GCA_000417405.1_rgi.txt,Resistant,258,train,,GCA_000417405.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417425.1_GCA_000417425.1_rgi.txt,Resistant,258,train,,GCA_000417425.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000417485 (1).1_GCA_000417485.1_rgi.txt,Resistant,45,validation,,GCA_000417485.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000534095.1_GCA_000534095.1_rgi.txt,Resistant,93,train,,GCA_000534095.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000534135.1_GCA_000534135.1_rgi.txt,Resistant,4,train,,GCA_000534135.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000534335.1_GCA_000534335.1_rgi.txt,Resistant,93,train,,GCA_000534335.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000566905.1_GCA_000566905.1_rgi.txt,Resistant,873,train,,GCA_000566905.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000566945.1_GCA_000566945.1_rgi.txt,Resistant,258,train,,GCA_000566945.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000566985.1_GCA_000566985.1_rgi.txt,Resistant,258,train,,GCA_000566985.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000709165.2_GCA_000709165.2_rgi.txt,Resistant,Unknown,validation,,GCA_000709165.2
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_000709185.2_GCA_000709185.2_rgi.txt,Resistant,Unknown,validation,,GCA_000709185.2
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001704235.1_GCA_001704235.1_rgi.txt,Resistant,Unknown,validation,,GCA_001704235.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001709275.1_GCA_001709275.1_rgi.txt,Resistant,14,train,,GCA_001709275.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001709295.1_GCA_001709295.1_rgi.txt,Resistant,14,train,,GCA_001709295.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001720705.1_GCA_001720705.1_rgi.txt,Resistant,Unknown,validation,,GCA_001720705.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001720745.1_GCA_001720745.1_rgi.txt,Resistant,Unknown,validation,,GCA_001720745.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001720755.1_GCA_001720755.1_rgi.txt,Resistant,Unknown,validation,,GCA_001720755.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001720765.1_GCA_001720765.1_rgi.txt,Resistant,Unknown,validation,,GCA_001720765.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001720845.1_GCA_001720845.1_rgi.txt,Resistant,Unknown,validation,,GCA_001720845.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001720865.1_GCA_001720865.1_rgi.txt,Resistant,Unknown,validation,,GCA_001720865.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001720905.1_GCA_001720905.1_rgi.txt,Resistant,Unknown,validation,,GCA_001720905.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001874695.1_GCA_001874695.1_rgi.txt,Resistant,Unknown,validation,,GCA_001874695.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001874715.1_GCA_001874715.1_rgi.txt,Resistant,Unknown,validation,,GCA_001874715.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001874865.1_GCA_001874865.1_rgi.txt,Resistant,Unknown,validation,,GCA_001874865.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001874875.1_GCA_001874875.1_rgi.txt,Resistant,Unknown,validation,,GCA_001874875.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001875045.2_GCA_001875045.2_rgi.txt,Resistant,Unknown,validation,,GCA_001875045.2
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001875055.2_GCA_001875055.2_rgi.txt,Resistant,Unknown,validation,,GCA_001875055.2
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001875075.1_GCA_001875075.1_rgi.txt,Resistant,Unknown,validation,,GCA_001875075.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001875105.1_GCA_001875105.1_rgi.txt,Resistant,Unknown,validation,,GCA_001875105.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001875125.1_GCA_001875125.1_rgi.txt,Resistant,Unknown,validation,,GCA_001875125.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_001875135.1_GCA_001875135.1_rgi.txt,Resistant,Unknown,validation,,GCA_001875135.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002055765.1_GCA_002055765.1_rgi.txt,Resistant,234,train,,GCA_002055765.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002056475.1_GCA_002056475.1_rgi.txt,Resistant,258,train,,GCA_002056475.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002180155.1_GCA_002180155.1_rgi.txt,Resistant,258,train,,GCA_002180155.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002180255.1_GCA_002180255.1_rgi.txt,Resistant,163,train,,GCA_002180255.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002180315.1_GCA_002180315.1_rgi.txt,Resistant,14,train,,GCA_002180315.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002192375.1_GCA_002192375.1_rgi.txt,Resistant,147,validation,,GCA_002192375.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002197225.1_GCA_002197225.1_rgi.txt,Resistant,258,train,,GCA_002197225.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002202195.1_GCA_002202195.1_rgi.txt,Resistant,37,train,,GCA_002202195.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002202255.1_GCA_002202255.1_rgi.txt,Resistant,11,train,,GCA_002202255.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002202275.1_GCA_002202275.1_rgi.txt,Resistant,1161,train,,GCA_002202275.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002796425.1_GCA_002796425.1_rgi.txt,Resistant,240,train,,GCA_002796425.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002918585.2_GCA_002918585.2_rgi.txt,Resistant,Unknown,validation,,GCA_002918585.2
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002918815.1_GCA_002918815.1_rgi.txt,Resistant,197,train,,GCA_002918815.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002968475.1_GCA_002968475.1_rgi.txt,Resistant,258,train,,GCA_002968475.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_002968495.1_GCA_002968495.1_rgi.txt,Resistant,258,train,,GCA_002968495.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003069525.1_GCA_003069525.1_rgi.txt,Resistant,14,train,,GCA_003069525.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003071305.1_GCA_003071305.1_rgi.txt,Resistant,34,train,,GCA_003071305.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003073315.1_GCA_003073315.1_rgi.txt,Resistant,34,train,,GCA_003073315.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003073335.1_GCA_003073335.1_rgi.txt,Resistant,11,train,,GCA_003073335.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003073675.1_GCA_003073675.1_rgi.txt,Resistant,512,validation,,GCA_003073675.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003194285.1_GCA_003194285.1_rgi.txt,Resistant,147,validation,,GCA_003194285.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003194325.1_GCA_003194325.1_rgi.txt,Resistant,17,train,,GCA_003194325.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003204465.1_GCA_003204465.1_rgi.txt,Resistant,34,train,,GCA_003204465.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003571545.1_GCA_003571545.1_rgi.txt,Resistant,101,validation,,GCA_003571545.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003571585.1_GCA_003571585.1_rgi.txt,Resistant,36,train,,GCA_003571585.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003571605.1_GCA_003571605.1_rgi.txt,Resistant,16,train,,GCA_003571605.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003571645.1_GCA_003571645.1_rgi.txt,Resistant,3603,train,,GCA_003571645.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003571745.1_GCA_003571745.1_rgi.txt,Resistant,147,validation,,GCA_003571745.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003950535.1_GCA_003950535.1_rgi.txt,Resistant,731,train,,GCA_003950535.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003950545.1_GCA_003950545.1_rgi.txt,Resistant,Unknown,validation,,GCA_003950545.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003951125.1_GCA_003951125.1_rgi.txt,Resistant,4,train,,GCA_003951125.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003951175.1_GCA_003951175.1_rgi.txt,Resistant,Unknown,validation,,GCA_003951175.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003951185.1_GCA_003951185.1_rgi.txt,Resistant,93,train,,GCA_003951185.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003951235.1_GCA_003951235.1_rgi.txt,Resistant,93,train,,GCA_003951235.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003951605.1_GCA_003951605.1_rgi.txt,Resistant,Unknown,validation,,GCA_003951605.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003952045.1_GCA_003952045.1_rgi.txt,Resistant,237,train,,GCA_003952045.1
R__rgi_Klebsiella_pneumoniae_ertapenem__Klebsiella_pneumoniae_ertapenem_R_GCA_003952915.1_GCA_003952915.1_rgi.txt,Resistant,207,validation,,GCA_003952915.1
